Age,Income,LoanAmount,CreditScore,EmploymentYears,ExistingLoans,MonthlyDebt,LoanTerm,PreviousDefault,HomeOwnership,Default
25,196827,552642,745,11,5,29566,24,No,Rent,1
54,1285500,933791,796,17,4,39802,60,No,Own,0
36,960152,580954,792,20,4,43538,84,No,Rent,0
40,1083932,546838,690,0,1,14763,12,No,Mortgage,0
35,696280,418321,627,1,3,25753,60,No,Mortgage,0
37,738880,190897,623,18,4,32938,60,No,Mortgage,0
35,599867,914876,667,6,1,20393,24,No,Mortgage,0
30,1019791,65733,792,11,2,19062,60,No,Mortgage,0
43,691847,276387,465,1,2,32282,60,No,Own,0
35,150000,292205,546,0,4,25733,60,No,Rent,1
55,1108272,464426,750,0,2,14516,12,No,Mortgage,0
52,1041487,50000,654,11,5,33273,84,No,Own,0
59,371025,217796,667,17,4,47158,12,No,Rent,1
22,1369423,561730,724,1,1,14393,48,No,Rent,0
48,562058,325815,579,17,5,52762,36,No,Mortgage,0
56,958511,1090064,552,0,4,8382,60,Yes,Rent,1
55,365948,270640,636,6,5,36191,60,Yes,Own,1
55,817739,120529,634,13,5,29883,24,No,Mortgage,0
36,282301,606839,686,4,3,27062,60,Yes,Rent,1
31,865603,1128081,509,11,2,21504,84,Yes,Mortgage,1
38,1118436,50000,749,14,3,16967,24,No,Rent,0
65,730643,1093528,661,12,4,23896,24,No,Rent,0
49,1331939,714344,784,30,3,8966,48,No,Own,0
59,1275705,851015,571,20,5,26437,48,No,Rent,1
37,724219,550464,781,9,3,35266,36,No,Own,0
33,156162,191690,698,15,3,23209,48,No,Mortgage,0
31,593938,97168,683,2,2,29101,60,No,Mortgage,0
57,618945,1025559,596,28,2,29347,24,No,Rent,0
61,940044,50032,674,15,0,11306,12,No,Rent,0
49,806178,1022212,560,15,4,26363,36,No,Mortgage,0
59,1125871,89419,639,21,4,21991,24,No,Mortgage,0
36,616997,50000,753,15,4,36408,60,No,Own,0
29,201219,524339,742,11,4,34961,24,No,Rent,1
45,536212,365460,726,13,3,14238,24,No,Own,0
36,748671,57788,781,0,0,19951,24,No,Rent,0
58,620166,985856,772,27,3,3646,36,No,Rent,0
35,1143337,641174,798,15,0,4816,12,Yes,Own,0
26,669751,724212,618,7,3,17304,60,No,Rent,0
55,258679,891666,549,3,0,23264,36,Yes,Own,1
62,570018,665334,767,14,1,3595,24,Yes,Rent,0
47,450977,929380,772,25,0,18635,36,No,Rent,0
64,1117294,50000,783,6,0,19031,60,No,Mortgage,0
49,1507868,111488,752,4,3,19799,60,No,Rent,0
54,153980,1110951,562,1,0,15108,24,Yes,Rent,1
29,1049607,766592,472,10,1,19732,48,No,Own,0
54,797159,293576,620,32,3,37364,12,No,Rent,0
63,693076,590891,677,10,5,42642,48,Yes,Mortgage,0
61,741080,543820,692,27,4,47694,60,No,Mortgage,0
61,940519,585350,650,30,0,15708,60,No,Own,1
53,512406,800486,717,15,1,24398,60,No,Own,0
64,1213738,575690,538,14,2,16816,60,No,Rent,0
65,331652,907184,732,2,0,331,36,No,Mortgage,1
41,1321466,761286,795,4,1,7815,36,No,Own,0
53,1105929,216774,808,23,1,32474,48,No,Mortgage,0
30,150000,107320,666,2,0,22519,48,No,Mortgage,0
51,1304806,641390,777,31,3,9704,48,No,Own,0
27,1055027,136751,823,10,1,19838,60,No,Mortgage,0
42,449106,437169,779,17,1,38548,60,No,Mortgage,0
39,797135,731927,654,9,4,47759,84,No,Rent,0
36,494891,117305,642,15,3,14961,24,No,Mortgage,0
23,640175,383926,672,6,4,11103,24,No,Own,0
25,1448667,354422,673,4,5,41168,60,No,Own,0
38,778293,822754,629,21,4,33367,36,No,Rent,0
52,739816,50000,649,26,2,37121,36,No,Mortgage,0
49,1019826,710700,676,8,2,17005,12,No,Rent,0
57,413182,1016455,657,5,0,23124,24,No,Own,1
51,608681,297471,547,15,4,46272,36,No,Mortgage,1
47,786593,636066,734,7,2,4972,36,No,Rent,0
26,538014,1105123,752,6,0,3696,36,No,Own,0
24,629215,783625,749,4,2,31280,48,No,Rent,0
49,718198,50000,751,22,4,26143,36,Yes,Own,0
40,1304024,906406,820,3,0,10201,36,No,Own,0
46,767083,492663,499,12,5,28586,48,Yes,Rent,0
35,663523,294490,829,3,3,20830,48,No,Rent,0
21,192738,380439,496,6,0,15322,84,No,Rent,1
49,436008,1097768,850,5,2,31478,60,No,Own,1
24,150000,71194,709,4,5,28039,24,No,Rent,0
29,414400,865869,779,0,3,22184,84,No,Rent,1
41,686250,248476,713,13,1,38909,36,No,Mortgage,0
53,543444,1245293,537,8,5,20441,60,Yes,Rent,1
50,508643,480662,836,20,5,19017,60,No,Mortgage,0
26,1295462,458709,712,1,0,14592,48,No,Rent,1
60,881119,373080,717,18,5,38031,36,No,Mortgage,0
54,909722,410354,676,13,2,18442,60,No,Mortgage,0
23,902234,861638,528,6,3,33687,60,No,Rent,0
64,736422,681965,850,14,3,16095,36,Yes,Rent,0
31,630056,213690,805,16,4,32617,60,No,Own,0
37,376414,753444,614,18,2,13277,24,No,Own,1
28,1000372,98987,811,9,3,28507,48,No,Own,0
57,614892,812780,850,10,4,46368,36,No,Own,0
30,994916,50000,678,13,0,13119,48,No,Rent,0
47,679769,485467,850,14,1,10580,36,No,Rent,0
45,586437,965405,571,28,2,33504,36,No,Own,0
32,150000,95732,627,14,3,24081,36,No,Rent,1
50,587890,287069,550,16,5,45342,36,No,Mortgage,0
34,150000,753932,720,24,5,35792,48,No,Own,1
57,680952,64487,781,8,4,25667,48,No,Mortgage,0
48,872300,681981,677,9,0,19152,12,No,Rent,0
51,422901,466638,694,20,3,6599,36,No,Own,0
59,339046,455584,719,13,2,33998,36,No,Rent,0
51,806638,196178,633,13,5,28980,24,No,Mortgage,0
21,689825,889534,780,3,2,33327,60,No,Rent,0
65,405849,50000,717,17,3,12379,36,No,Own,0
28,493257,520337,643,12,4,28405,24,No,Own,0
53,802627,209890,635,28,4,33325,12,No,Rent,0
49,914031,711134,669,10,0,18723,12,No,Rent,0
44,677371,50000,617,24,2,12403,12,No,Rent,0
42,662816,396878,521,26,3,13904,12,No,Mortgage,1
29,565650,50000,691,11,5,36100,48,No,Mortgage,0
43,1277652,291714,681,3,3,19786,12,No,Own,0
62,857048,296115,656,0,0,15571,36,No,Own,1
44,517803,92019,617,11,3,24738,36,No,Mortgage,0
65,1260672,1092659,767,17,4,48611,36,No,Rent,0
59,1246182,399918,633,8,4,29982,36,No,Rent,0
60,495082,533918,850,14,1,24955,36,No,Rent,0
49,1234797,50000,651,6,3,20791,84,No,Own,0
63,856000,1006427,632,5,2,13686,84,No,Mortgage,0
46,275453,889814,617,24,0,18239,36,No,Rent,1
58,336462,534204,610,0,1,15562,24,No,Own,1
65,557327,737181,609,7,0,20638,36,No,Mortgage,0
30,1364610,668914,789,9,0,8875,60,No,Mortgage,0
58,710673,810015,510,11,0,14464,12,No,Rent,1
26,940872,150288,579,6,5,45278,84,No,Rent,1
47,958871,488223,710,28,2,10620,24,No,Rent,0
26,1367906,576923,579,11,5,29571,60,No,Own,0
22,164558,369215,793,8,2,13080,36,No,Rent,0
44,737900,50000,615,22,2,16938,12,No,Rent,0
43,797208,50000,578,25,3,3323,36,No,Rent,0
43,829408,447990,505,10,5,29439,48,Yes,Rent,1
36,377618,684783,808,13,4,29960,12,No,Own,0
25,893451,424618,757,10,2,21559,84,No,Own,0
65,1250811,111953,772,8,4,33790,36,No,Rent,0
23,1167511,1070378,737,5,2,31221,36,No,Mortgage,0
33,987150,451095,678,14,3,39402,36,Yes,Rent,0
31,229454,1001187,749,11,4,34162,36,Yes,Mortgage,1
52,585374,1060092,597,31,3,33206,24,No,Rent,0
57,150000,50000,517,17,1,2478,48,No,Mortgage,0
49,1013050,954285,702,1,1,13968,12,No,Rent,0
53,378136,215138,576,27,2,40293,48,No,Own,1
54,934652,676652,610,16,0,5491,60,No,Rent,1
64,986414,678604,771,7,1,3151,48,Yes,Rent,0
58,756779,157960,613,8,5,25894,24,No,Mortgage,0
61,324152,800975,573,8,3,37150,12,No,Rent,0
64,914568,768569,676,10,4,31451,48,No,Own,0
24,1127019,50000,615,3,2,3872,36,No,Own,0
48,925481,392243,635,31,5,37885,36,No,Rent,0
54,572146,93170,762,7,0,23202,48,No,Rent,0
58,726718,586424,726,0,5,20537,24,No,Rent,0
51,825299,562658,534,20,3,28398,48,No,Own,0
56,857683,578416,562,19,3,31521,12,Yes,Mortgage,0
57,526554,342570,507,30,4,39437,60,No,Rent,1
21,895722,522765,721,2,0,28814,48,No,Mortgage,0
58,792086,979201,716,4,3,27865,60,No,Rent,0
65,1181709,842415,639,25,3,20448,24,No,Own,0
41,649540,1186197,546,11,3,23762,36,No,Own,1
61,673061,431202,632,24,5,23565,84,No,Rent,0
50,1311423,506554,659,0,2,13675,48,No,Rent,0
21,979719,509044,710,5,4,27829,36,No,Mortgage,0
43,613626,759764,666,8,0,1110,60,No,Own,0
37,1276507,787071,746,23,1,22161,60,No,Mortgage,0
55,760614,89631,755,6,2,31576,36,No,Own,0
65,231426,1090699,808,9,0,14842,60,Yes,Own,1
46,821981,804135,590,27,2,31819,60,Yes,Own,0
56,1015883,411894,652,17,5,57295,60,No,Mortgage,0
51,1068519,771168,850,30,2,33175,84,No,Own,0
35,816115,489943,672,17,1,24537,60,No,Rent,0
42,423015,369714,732,14,4,11752,24,No,Own,0
26,678312,711619,832,7,0,24488,36,No,Rent,0
27,987378,678705,691,12,0,3890,36,No,Own,0
33,1169816,1104751,671,16,5,32015,24,Yes,Own,0
35,783930,220547,850,13,4,18153,48,No,Rent,0
36,791215,754485,626,21,4,33458,36,No,Rent,0
24,468223,644618,633,5,4,31448,24,No,Mortgage,0
58,465684,620261,606,6,0,16640,36,No,Rent,1
60,329382,434666,651,25,4,23727,36,No,Own,1
61,881974,412740,804,11,4,19547,36,No,Rent,0
26,872811,601451,833,8,4,41671,36,No,Rent,0
60,588283,636077,839,18,3,22675,36,Yes,Rent,0
64,1049617,332596,524,7,5,19895,36,No,Rent,0
50,837427,281610,690,7,5,44203,24,No,Own,0
24,945687,415490,717,10,0,11648,36,No,Mortgage,0
35,762287,190922,667,18,3,33305,60,No,Mortgage,0
61,823056,596232,603,31,2,31646,36,No,Mortgage,1
41,682178,349332,644,21,1,18588,12,No,Own,0
44,424068,214880,535,29,2,23075,48,No,Mortgage,0
22,1035622,309659,621,2,3,6741,36,Yes,Mortgage,0
42,582090,694506,672,8,2,659,60,No,Own,0
47,1082964,1224733,684,9,0,20322,60,No,Rent,0
65,1090619,591093,751,1,2,46819,12,No,Mortgage,0
59,529111,502997,841,17,2,22204,36,No,Rent,0
59,417728,358139,738,15,2,16835,48,No,Mortgage,0
61,288179,704050,620,22,4,28735,36,No,Rent,1
57,770767,573259,514,2,0,29239,48,Yes,Own,0
22,316756,50000,556,4,4,38213,12,No,Rent,1
21,754720,309154,674,2,4,34339,84,No,Mortgage,0
51,602556,668940,800,31,5,30492,36,Yes,Mortgage,0
61,454466,135253,740,9,1,12358,36,No,Rent,0
26,336244,768671,570,10,5,49787,60,Yes,Mortgage,1
64,726294,647663,611,1,0,39879,48,No,Rent,0
54,1137169,387161,695,18,2,32105,48,No,Mortgage,1
58,632223,574297,724,20,0,102,60,No,Rent,0
46,1148571,854085,691,18,2,25622,24,No,Rent,0
25,1034325,50000,580,4,2,23536,60,No,Own,0
29,978134,1079505,760,14,0,14444,60,No,Mortgage,0
36,586588,50000,746,19,3,38964,60,No,Own,0
48,756263,238325,667,30,1,14012,24,No,Mortgage,0
58,1182388,719092,545,8,1,17744,36,No,Rent,0
27,315840,1333853,676,6,3,31672,60,No,Rent,1
41,425896,790120,726,23,5,43738,24,No,Rent,0
42,529448,265882,705,8,0,3191,36,No,Rent,0
29,212772,114552,692,12,3,22054,36,No,Rent,0
46,991133,75536,843,26,4,27199,84,No,Rent,0
38,226104,355375,608,9,3,43893,48,No,Own,1
26,285838,373203,688,10,4,27785,36,No,Rent,1
24,970407,843281,599,7,1,12437,36,No,Rent,0
56,927593,450375,673,16,4,50917,60,No,Mortgage,0
51,748047,248816,655,15,4,14788,60,No,Mortgage,1
56,419378,389249,749,7,0,27096,36,No,Own,0
40,362296,604981,590,23,4,26506,60,No,Rent,0
51,677286,922259,777,13,1,21870,60,No,Own,0
58,498253,305930,701,11,1,18853,24,No,Own,0
48,1111380,689824,558,14,4,38613,48,No,Own,1
34,732700,540141,762,8,2,36761,36,No,Own,0
31,881536,50000,491,11,3,21771,24,No,Own,0
58,372017,415342,808,11,3,26432,60,Yes,Mortgage,1
31,621593,271167,732,9,4,44488,60,No,Rent,0
53,160859,1044150,568,0,0,16188,24,Yes,Rent,1
36,1023699,285905,638,13,0,23599,84,No,Mortgage,0
27,150000,973799,742,9,4,33757,36,Yes,Mortgage,1
40,708222,848082,657,14,5,38807,48,No,Rent,1
31,906868,911341,690,3,0,7956,36,No,Mortgage,0
56,891612,358533,716,28,5,35136,60,No,Own,0
34,150000,107407,682,17,0,14911,60,No,Rent,0
42,358626,1586607,669,5,5,38212,60,No,Rent,1
48,443419,929791,775,25,1,15635,36,No,Rent,1
29,1419503,63573,773,11,3,37853,48,No,Rent,0
21,197048,464130,515,2,0,19758,84,No,Rent,1
55,571514,883234,657,28,3,24047,36,No,Rent,0
60,644130,641432,662,11,0,13314,36,No,Rent,0
39,327562,50000,727,20,3,23362,36,No,Own,0
33,731420,813714,580,10,0,0,60,No,Rent,0
42,1309838,824564,681,22,4,38812,60,No,Own,0
31,470003,621662,582,6,4,34876,60,Yes,Mortgage,1
61,382376,294762,718,15,3,21771,48,No,Mortgage,0
44,846780,381222,711,14,1,31212,48,No,Rent,0
60,175755,620704,639,10,3,25399,84,No,Mortgage,1
62,942120,1333033,770,9,5,39025,60,No,Rent,1
37,1231605,1046251,706,19,1,18385,60,No,Mortgage,0
24,202327,572503,640,6,3,33943,48,No,Rent,1
60,673725,786172,706,23,2,27114,36,Yes,Own,0
46,600628,1170684,535,3,5,53172,24,No,Rent,1
33,676159,1031908,687,14,4,37892,36,Yes,Mortgage,1
46,150000,258703,850,7,2,18560,36,No,Rent,0
51,534670,395287,770,9,0,38266,12,No,Mortgage,0
65,978788,981374,753,20,2,16957,36,No,Own,0
37,385494,559583,583,18,1,18429,48,No,Rent,0
52,508671,760578,768,14,1,20653,60,No,Own,1
36,506277,76997,625,17,4,21711,24,No,Mortgage,0
48,902355,371915,619,27,5,39236,36,No,Rent,0
24,1072070,50000,641,6,3,5411,36,No,Own,0
36,342838,785465,666,21,4,47204,36,No,Mortgage,1
37,352574,345477,720,4,3,22483,48,No,Rent,1
44,751607,809594,577,31,3,26843,60,Yes,Own,0
48,676693,534486,565,17,5,39022,36,Yes,Rent,0
40,595531,390373,537,18,2,33680,36,No,Mortgage,0
52,625966,866069,651,18,4,30543,24,No,Mortgage,1
50,1038364,198805,524,23,2,6667,36,No,Mortgage,0
34,504258,553984,677,12,2,23032,36,No,Own,0
32,150000,498436,645,1,1,12008,60,No,Mortgage,1
47,642658,1248228,713,2,1,7121,24,No,Own,0
44,626647,652848,707,16,2,32079,24,No,Rent,0
23,607230,50000,778,6,0,19057,60,No,Rent,0
49,1158649,1464551,648,22,2,32923,60,Yes,Own,1
42,693892,601670,704,17,1,17544,36,No,Own,0
47,451974,864500,778,18,5,44716,60,No,Rent,0
21,303792,838741,835,4,0,12402,60,No,Own,0
34,848802,564670,603,4,0,2309,60,No,Rent,1
58,483302,842554,771,8,2,17933,36,No,Rent,0
58,1287774,860803,617,23,4,30757,48,No,Rent,0
54,1217026,210895,678,17,3,37729,60,No,Rent,0
33,227939,660203,626,17,3,10186,60,No,Own,1
30,468921,753063,595,5,2,19568,36,No,Mortgage,1
30,860320,821001,588,14,3,29354,36,No,Own,0
62,873773,969299,600,24,5,20335,36,No,Rent,1
32,541730,295299,736,7,3,41930,60,No,Rent,0
50,1093767,1037947,728,3,1,13263,12,No,Rent,0
35,168540,814283,661,17,0,12992,48,No,Rent,1
32,547653,845275,695,3,0,0,60,No,Own,0
60,206998,428590,760,10,2,17862,48,Yes,Rent,1
35,609922,75956,553,12,4,33619,12,No,Mortgage,0
45,1112630,466088,702,14,1,20586,48,Yes,Rent,0
42,949129,728301,636,19,1,16747,60,No,Own,0
39,399065,374717,777,21,5,36474,84,No,Mortgage,0
61,1392829,1016907,528,25,3,37918,60,No,Own,1
55,863081,853212,607,2,0,12117,12,No,Mortgage,0
47,1463574,158209,741,4,3,22561,60,No,Rent,0
60,1683185,854322,656,11,3,23097,48,No,Mortgage,0
63,977963,575240,685,12,2,35290,48,Yes,Mortgage,0
57,568526,725897,739,11,1,21969,60,No,Own,0
49,1156162,706556,561,12,3,27228,60,Yes,Rent,0
43,202473,351308,671,25,0,9321,60,No,Rent,0
42,247521,1037313,616,29,3,18464,36,Yes,Mortgage,1
42,618642,901072,617,15,3,38441,48,No,Rent,1
32,1227118,107889,630,15,3,38561,12,No,Own,0
41,1197524,688632,730,22,2,17444,24,No,Rent,0
37,689404,1009346,682,13,2,42492,36,No,Mortgage,1
46,243001,897025,632,21,1,23663,36,No,Rent,1
40,388557,739119,583,21,3,35141,60,Yes,Rent,1
47,898362,409970,568,1,2,2930,60,No,Rent,0
37,352165,983620,576,6,4,25492,36,No,Rent,1
61,358995,50000,648,24,0,10664,60,No,Rent,0
44,1583110,934050,647,26,2,27190,36,No,Mortgage,0
39,150000,95251,668,15,2,21699,36,No,Rent,0
23,917974,811733,667,3,0,14115,24,Yes,Own,0
24,206368,230706,622,5,1,26270,48,No,Rent,1
54,973703,161770,527,26,2,11068,36,No,Mortgage,1
53,998091,384881,679,30,5,24714,48,No,Mortgage,0
30,327140,723962,599,7,3,32905,36,No,Rent,1
55,835730,307853,741,19,1,6094,48,No,Own,0
42,158416,59323,782,17,2,9399,24,Yes,Mortgage,0
44,550224,271350,848,4,2,13801,12,No,Rent,0
44,596555,64929,850,2,0,21479,60,No,Mortgage,0
26,399063,1042937,709,4,3,35945,60,Yes,Own,1
49,1278693,137000,713,26,4,22462,60,No,Rent,0
56,400314,626885,589,4,1,11593,36,No,Rent,0
40,342156,488361,557,19,3,26094,36,No,Rent,1
55,1140870,50000,610,19,4,20245,24,No,Mortgage,0
43,630360,520963,640,10,1,20082,36,No,Rent,0
63,536815,50000,676,20,3,14321,36,No,Own,0
64,588557,131900,826,11,3,27993,60,No,Mortgage,0
52,815456,474872,702,29,2,16677,36,No,Rent,0
62,876994,52356,521,17,4,46978,60,No,Own,0
21,826772,1033777,637,6,1,17703,60,No,Rent,0
44,551970,1334294,764,24,0,11777,60,No,Rent,1
43,1215073,488840,695,12,0,25715,24,No,Rent,0
34,988584,395927,690,4,1,14858,36,No,Own,0
24,635745,1120676,778,1,5,41015,24,No,Mortgage,0
35,150000,232917,673,16,2,25166,60,No,Rent,1
63,795255,551127,632,30,2,24483,36,No,Mortgage,0
41,801950,704941,693,7,2,17523,48,No,Mortgage,0
24,474887,889269,712,4,0,8954,12,No,Own,1
55,581991,77602,824,6,1,28691,60,No,Own,0
35,936641,644146,743,17,5,18021,60,No,Mortgage,0
65,248455,884236,767,6,1,3800,36,No,Mortgage,1
56,166361,352854,705,13,4,25897,60,No,Mortgage,1
31,783061,851987,556,11,3,25198,48,No,Rent,1
62,822489,405528,646,24,5,48999,48,No,Rent,0
32,208767,288183,671,12,0,27070,60,No,Rent,1
59,673797,188501,626,15,2,23496,24,No,Rent,0
25,915690,494754,753,6,2,17934,84,No,Own,0
35,684592,1162784,756,16,2,35130,24,No,Rent,1
36,465502,463172,681,10,1,673,36,Yes,Own,0
54,150000,296855,474,18,1,21627,36,No,Rent,1
28,1348820,941586,734,6,1,3303,60,No,Rent,0
61,893848,604939,560,14,3,19871,48,No,Rent,0
31,436934,50000,578,2,4,41178,84,No,Own,0
49,1270726,114741,674,14,1,12134,12,No,Rent,0
63,977050,50000,635,4,1,27275,24,No,Mortgage,0
57,578024,826681,666,6,0,17451,60,No,Own,1
57,1369924,371616,520,22,2,33540,60,No,Rent,0
54,981003,329431,816,2,4,38882,48,Yes,Mortgage,0
61,886868,710645,678,0,0,18056,36,No,Mortgage,0
45,556565,316201,633,9,5,37096,36,No,Mortgage,0
40,679617,497310,725,14,5,29551,12,No,Rent,0
27,1489098,690370,573,10,0,14140,60,No,Mortgage,0
57,709582,692864,686,25,5,22724,84,Yes,Mortgage,1
46,760099,485521,519,7,5,34580,48,Yes,Rent,1
38,417321,420421,754,21,3,35195,60,No,Mortgage,1
63,1002043,964967,702,27,5,43510,48,No,Mortgage,1
33,176508,632812,691,11,1,13697,60,No,Rent,1
37,494424,1154508,595,12,2,3582,60,No,Mortgage,1
47,771496,379906,731,19,0,8215,24,No,Rent,0
30,938595,872494,676,8,3,25798,24,No,Mortgage,1
36,1533379,581234,695,17,1,8149,48,No,Rent,0
50,652075,950356,615,15,1,15037,60,No,Mortgage,0
53,1239121,805574,654,14,1,10176,60,No,Rent,0
44,858346,1283717,688,13,5,29742,60,No,Own,0
52,1241030,562295,638,12,1,21567,48,No,Rent,1
35,410894,438024,580,6,1,12935,48,No,Rent,1
55,292232,136036,796,12,0,38579,60,No,Rent,0
47,689831,602608,696,4,2,6058,36,No,Rent,0
41,502524,1526226,676,3,5,34980,60,No,Rent,1
53,1075614,644422,612,23,4,18087,24,No,Own,0
55,355484,685917,761,14,3,29598,36,No,Rent,1
39,1292694,518961,718,19,4,22295,48,Yes,Rent,0
64,1266584,143102,775,4,4,30961,36,No,Rent,0
27,587388,79690,732,1,5,35501,60,No,Mortgage,0
63,1092267,53937,764,6,0,14418,60,No,Mortgage,0
36,753141,564946,756,8,3,37333,36,No,Own,0
64,971492,720908,814,20,4,39616,36,No,Rent,1
35,404720,471666,554,1,1,12758,48,No,Rent,0
26,469642,907776,691,2,2,11142,12,No,Own,1
27,468065,317500,712,9,5,20664,48,No,Rent,0
41,750807,297104,457,3,2,26487,60,No,Own,1
21,613648,314128,704,2,4,19388,36,No,Own,0
62,836149,881436,850,13,3,15644,60,Yes,Rent,0
21,1067607,386015,632,4,3,23771,84,No,Own,0
36,250903,549098,599,17,1,9448,48,No,Mortgage,1
36,1676584,560086,559,19,5,29695,24,No,Rent,0
31,1193179,682912,661,11,5,18845,12,No,Rent,0
35,150000,780009,647,12,1,20603,48,No,Rent,1
53,832387,442548,719,26,4,18545,36,No,Rent,0
35,422765,720869,615,16,1,9088,24,No,Own,0
57,777391,991632,674,7,3,28503,60,No,Rent,0
46,257032,354682,751,21,4,16646,36,No,Mortgage,1
39,596504,1299715,780,22,0,13215,60,No,Rent,0
61,945747,607676,619,13,2,30159,36,No,Mortgage,0
48,1168316,543275,656,31,0,16251,60,Yes,Rent,0
43,776130,78603,635,28,3,1274,36,No,Rent,0
29,609223,50000,674,11,5,40177,60,No,Mortgage,0
46,1277854,953047,835,25,0,3628,24,No,Rent,0
58,1217344,161443,498,9,1,17470,60,No,Own,0
54,699236,67854,536,28,3,16356,36,No,Rent,0
32,1058496,1051218,850,9,3,12637,24,No,Rent,0
41,903879,867629,565,1,1,19202,36,No,Mortgage,0
55,990497,298736,831,1,5,42719,48,Yes,Mortgage,0
38,384067,171579,639,12,5,34723,48,No,Rent,0
48,775209,786731,618,30,3,34088,60,Yes,Own,1
47,590672,154316,629,10,0,19594,60,No,Rent,0
36,616998,50000,785,4,5,43947,36,No,Rent,0
36,815917,509409,656,15,2,28545,60,No,Rent,0
25,362503,417997,721,7,3,24620,36,No,Rent,0
38,661327,369511,624,17,2,26528,12,No,Own,0
65,224956,84166,719,24,0,8625,60,Yes,Mortgage,0
49,225184,408809,617,12,3,25289,12,Yes,Mortgage,1
34,1695074,652371,708,14,5,31603,12,No,Mortgage,0
21,409719,364253,689,2,4,12867,36,No,Rent,0
54,785963,802362,668,10,0,26457,36,No,Mortgage,0
55,983475,486154,591,27,2,20985,36,No,Mortgage,0
29,570322,190456,693,0,1,35266,60,No,Mortgage,1
49,524357,69862,691,16,1,22894,24,No,Mortgage,0
26,1423027,202264,734,7,4,46364,48,No,Rent,0
31,150000,463919,650,0,1,11360,60,No,Mortgage,1
65,957363,366786,675,24,3,29001,36,No,Rent,0
34,784902,259384,754,15,3,30173,60,No,Own,0
53,442546,1077457,850,4,3,30140,60,No,Own,0
51,1245557,430831,644,0,1,19736,60,No,Rent,0
21,1040505,320654,641,2,2,7959,36,Yes,Mortgage,1
53,1424195,1276925,694,18,3,16367,60,No,Rent,0
50,715111,68351,675,26,1,39868,36,No,Mortgage,0
51,954282,50000,604,6,1,17345,36,No,Rent,0
56,1037311,599882,612,23,3,19113,24,No,Own,1
24,150000,684792,546,0,2,18359,36,Yes,Rent,1
38,813203,683328,719,22,4,28985,12,Yes,Rent,0
63,181677,51695,611,17,2,4152,36,No,Own,0
43,578254,50000,708,16,0,27804,24,No,Mortgage,0
42,768500,454193,611,14,0,16005,60,No,Mortgage,0
61,638907,1037597,775,12,2,25620,36,No,Mortgage,0
44,528044,120213,663,18,3,36906,24,No,Mortgage,0
38,707270,855733,712,19,2,0,24,No,Rent,0
38,920897,457456,684,2,2,17440,12,No,Mortgage,0
65,662972,834924,657,5,0,14354,60,No,Own,0
30,246872,363287,615,13,2,10682,36,No,Rent,1
57,783718,1017298,639,27,4,24322,24,No,Rent,0
30,382106,619757,569,6,3,34212,60,No,Own,1
52,504700,757620,641,23,1,22157,48,No,Own,1
43,510802,1600000,678,2,4,38852,60,No,Rent,1
36,389181,303745,704,13,3,12546,60,No,Rent,0
36,168050,759218,631,13,2,8720,60,No,Mortgage,1
35,150000,324097,753,15,5,44105,36,No,Rent,1
36,549328,385034,793,5,4,26230,60,No,Own,0
56,778851,540023,611,14,5,42635,36,No,Rent,0
22,870865,50000,728,4,0,17858,36,No,Rent,0
62,785510,181631,624,14,1,22002,24,No,Rent,0
54,1065001,770516,606,21,4,36416,60,No,Rent,0
45,939404,257207,565,20,0,5095,24,No,Own,0
52,378448,1043207,850,9,0,29737,60,Yes,Own,1
42,1162714,578819,711,14,2,30081,48,Yes,Rent,0
39,320704,103514,682,21,5,36216,36,No,Rent,0
62,1019418,523730,678,12,2,34617,48,Yes,Mortgage,1
38,1701525,617771,591,19,3,28553,24,No,Rent,1
40,590326,412669,797,7,1,29831,60,No,Own,0
36,666603,328032,615,20,2,23804,60,No,Own,0
64,959228,655197,745,1,0,16035,36,No,Mortgage,0
50,547721,361827,642,8,1,17926,36,Yes,Rent,1
53,746568,139456,625,12,4,26271,24,No,Mortgage,0
39,750016,1040669,599,11,1,16463,24,No,Rent,0
62,655237,323567,738,6,2,20231,48,No,Rent,0
46,892513,913141,671,22,5,34959,60,No,Rent,1
46,150000,280194,628,31,2,14336,60,Yes,Rent,1
23,966272,1008494,609,6,1,16008,60,No,Rent,1
29,573869,164394,721,3,3,32493,60,No,Mortgage,0
38,1038379,473726,628,18,5,41777,36,No,Mortgage,0
48,515543,50407,679,14,5,41590,60,No,Mortgage,0
53,773119,269282,641,16,5,17642,60,No,Mortgage,1
43,883191,1249050,693,12,3,23390,60,No,Own,0
52,624507,84915,682,31,1,19527,60,Yes,Mortgage,0
